dataset,problem_id,nl,python,java,java_test,n_attempts,flag,fail_reason,ast_jaccard_cross,python_flag,output_match,output_match_rate,output_match_error,last_error
mbpp,405,Write a function to check whether an element exists within a tuple.,"def check_tuplex(tuplex,tuple1): 
  if tuple1 in tuplex:
    return True
  else:
     return False","// Solution.java
public class Solution {
    public static boolean checkTuplex(Object[] tuplex, Object tuple1) {
        for (Object item : tuplex) {
            if (item.equals(tuple1)) {
                return true;
            }
        }
        return false;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.checkTuplex(new Object[]{""w"", 3, ""r"", ""e"", ""s"", ""o"", ""u"", ""r"", ""c"", ""e""}, 'r') == true;
        assert Solution.checkTuplex(new Object[]{""w"", 3, ""r"", ""e"", ""s"", ""o"", ""u"", ""r"", ""c"", ""e""}, '5') == false;
        assert Solution.checkTuplex(new Object[]{""w"", 3, ""r"", ""e"", ""s"", ""o"", ""u"", ""r"", ""c"", ""e""}, 3) == true;
    }
}",3,False,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:9)",0.1935,True,False,0.0,skipped — java failed,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:9)"
mbpp,224,Write a python function to count the number of set bits (binary digits with value 1) in a given number.,"def count_Set_Bits(n): 
    count = 0
    while (n): 
        count += n & 1
        n >>= 1
    return count ","// Solution.java
public class Solution {
    public static int countSetBits(int n) {
        int count = 0;
        while (n != 0) {
            count += n & 1;
            n >>= 1;
        }
        return count;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.countSetBits(2) == 1 : ""Test 1 failed"";
        assert Solution.countSetBits(4) == 1 : ""Test 2 failed"";
        assert Solution.countSetBits(6) == 2 : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2326,True,True,1.0,,
mbpp,127,Write a function to multiply two integers.,"def multiply_int(x, y):
    if y < 0:
        return -multiply_int(x, -y)
    elif y == 0:
        return 0
    elif y == 1:
        return x
    else:
        return x + multiply_int(x, y - 1)","// Solution.java
public class Solution {
    public static int multiplyInt(int x, int y) {
        if (y < 0) {
            return -multiplyInt(x, -y);
        } else if (y == 0) {
            return 0;
        } else if (y == 1) {
            return x;
        } else {
            return x + multiplyInt(x, y - 1);
        }
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.multiplyInt(10, 20) == 200 : ""Test 1 failed"";
        assert Solution.multiplyInt(5, 10) == 50 : ""Test 2 failed"";
        assert Solution.multiplyInt(4, 8) == 32 : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.1481,True,True,1.0,,
mbpp,252,Write a python function to convert complex numbers to polar coordinates.,"import cmath  
def convert(numbers):    
  num = cmath.polar(numbers)  
  return (num) ","// Solution.java
public class Solution {
    public static double[] convert(int number) {
        double realPart = number;
        double imaginaryPart = 0;
        double magnitude = Math.sqrt(realPart * realPart + imaginaryPart * imaginaryPart);
        double angle = Math.atan2(imaginaryPart, realPart);
        return new double[]{magnitude, angle};
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Math.abs(Solution.convert(1)[0] - 1.0) < 1e-6 && Math.abs(Solution.convert(1)[1]) < 1e-6 : ""Test 1 failed"";
        assert Math.abs(Solution.convert(4)[0] - 4.0) < 1e-6 && Math.abs(Solution.convert(4)[1]) < 1e-6 : ""Test 2 failed"";
        assert Math.abs(Solution.convert(5)[0] - 5.0) < 1e-6 && Math.abs(Solution.convert(5)[1]) < 1e-6 : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.1489,True,True,1.0,,
mbpp,120,Write a function to find the maximum absolute product between numbers in pairs of tuples within a given list.,"def max_product_tuple(list1):
    result_max = max([abs(x * y) for x, y in list1] )
    return result_max","// Solution.java
public class Solution {
    public static int maxProductTuple(List<int[]> list1) {
        int resultMax = Integer.MIN_VALUE;
        for (int[] tuple : list1) {
            int product = Math.abs(tuple[0] * tuple[1]);
            if (product > resultMax) {
                resultMax = product;
            }
        }
        return resultMax;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.maxProductTuple(Arrays.asList(new int[]{2, 7}, new int[]{2, 6}, new int[]{1, 8}, new int[]{4, 9})) == 36;
        assert Solution.maxProductTuple(Arrays.asList(new int[]{10, 20}, new int[]{15, 2}, new int[]{5, 10})) == 200;
        assert Solution.maxProductTuple(Arrays.asList(new int[]{11, 44}, new int[]{10, 15}, new int[]{20, 5}, new int[]{12, 9})) == 484;
        System.out.println(""All tests passed."");
    }
}",1,True,,0.3396,True,False,0.0,0/3 inputs matched,
mbpp,68,Write a python function to check whether the given array is monotonic or not.,"def is_Monotonic(A): 
    return (all(A[i] <= A[i + 1] for i in range(len(A) - 1)) or
            all(A[i] >= A[i + 1] for i in range(len(A) - 1))) ","// Solution.java
public class Solution {
    public static boolean isMonotonic(int[] A) {
        boolean increasing = true;
        boolean decreasing = true;
        
        for (int i = 0; i < A.length - 1; i++) {
            if (A[i] > A[i + 1]) {
                increasing = false;
            }
            if (A[i] < A[i + 1]) {
                decreasing = false;
            }
        }
        
        return increasing || decreasing;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.isMonotonic(new int[]{6, 5, 4, 4}) == true : ""Test 1 failed"";
        assert Solution.isMonotonic(new int[]{1, 2, 2, 3}) == true : ""Test 2 failed"";
        assert Solution.isMonotonic(new int[]{1, 3, 2}) == false : ""Test 3 failed"";
        
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2252,True,False,0.0,0/3 inputs matched,
mbpp,262,"Write a function that takes in a list and an integer L and splits the given list into two parts where the length of the first part of the list is L, and returns the resulting lists in a tuple.","def split_two_parts(list1, L):
    return list1[:L], list1[L:]","// Solution.java
public class Solution {
    public static Object[] splitTwoParts(int[] list1, int L) {
        int[] firstPart = new int[L];
        int[] secondPart = new int[list1.length - L];

        System.arraycopy(list1, 0, firstPart, 0, L);
        System.arraycopy(list1, L, secondPart, 0, list1.length - L);

        return new Object[]{firstPart, secondPart};
    }
}","// Main.java
import java.util.Arrays;

public class Main {
    public static void main(String[] args) {
        assert Arrays.deepEquals(Solution.splitTwoParts(new int[]{1, 1, 2, 3, 4, 4, 5, 1}, 3), new Object[]{new int[]{1, 1, 2}, new int[]{3, 4, 4, 5, 1}});
        assert Arrays.deepEquals(Solution.splitTwoParts(new int[]{'a', 'b', 'c', 'd'}, 2), new Object[]{new char[]{'a', 'b'}, new char[]{'c', 'd'}});
        assert Arrays.deepEquals(Solution.splitTwoParts(new int[]{'p', 'y', 't', 'h', 'o', 'n'}, 4), new Object[]{new char[]{'p', 'y', 't', 'h'}, new char[]{'o', 'n'}});
    }
}",3,False,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:12)",0.1228,True,False,0.0,skipped — java failed,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:12)"
mbpp,308,"Write a function to find the specified number of largest products from two given lists, selecting one factor from each list.","def large_product(nums1, nums2, N):
    result = sorted([x*y for x in nums1 for y in nums2], reverse=True)[:N]
    return result","// Solution.java
public class Solution {
    public static List<Integer> largeProduct(int[] nums1, int[] nums2, int N) {
        List<Integer> result = new ArrayList<>();
        PriorityQueue<Integer> pq = new PriorityQueue<>(Comparator.reverseOrder());
        
        for (int x : nums1) {
            for (int y : nums2) {
                pq.add(x * y);
                if (pq.size() > N) {
                    pq.poll();
                }
            }
        }
        
        while (!pq.isEmpty()) {
            result.add(pq.poll());
        }
        
        Collections.sort(result, Collections.reverseOrder());
        return result;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.largeProduct(new int[]{1, 2, 3, 4, 5, 6}, new int[]{3, 6, 8, 9, 10, 6}, 3).equals(Arrays.asList(60, 54, 50));
        assert Solution.largeProduct(new int[]{1, 2, 3, 4, 5, 6}, new int[]{3, 6, 8, 9, 10, 6}, 4).equals(Arrays.asList(60, 54, 50, 48));
        assert Solution.largeProduct(new int[]{1, 2, 3, 4, 5, 6}, new int[]{3, 6, 8, 9, 10, 6}, 5).equals(Arrays.asList(60, 54, 50, 48, 45));
        
        System.out.println(""All tests passed."");
    }
}",3,False,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:11)",0.2593,True,False,0.0,skipped — java failed,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:11)"
mbpp,295,Write a function to return the sum of all divisors of a number.,"def sum_div(number):
    divisors = [1]
    for i in range(2, number):
        if (number % i)==0:
            divisors.append(i)
    return sum(divisors)","// Solution.java
public class Solution {
    public static int sumDiv(int number) {
        List<Integer> divisors = new ArrayList<>();
        divisors.add(1);
        for (int i = 2; i <= number / 2; i++) {
            if (number % i == 0) {
                divisors.add(i);
            }
        }
        return divisors.stream().mapToInt(Integer::intValue).sum();
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.sumDiv(8) == 7 : ""Test 1 failed"";
        assert Solution.sumDiv(12) == 16 : ""Test 2 failed"";
        assert Solution.sumDiv(7) == 1 : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2429,True,True,1.0,,
mbpp,389,Write a function to find the n'th lucas number.,"def find_lucas(n): 
	if (n == 0): 
		return 2
	if (n == 1): 
		return 1
	return find_lucas(n - 1) + find_lucas(n - 2) ","// Solution.java
public class Solution {
    public static int findLucas(int n) {
        if (n == 0) {
            return 2;
        }
        if (n == 1) {
            return 1;
        }
        return findLucas(n - 1) + findLucas(n - 2);
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.findLucas(9) == 76 : ""Test case 1 failed"";
        assert Solution.findLucas(4) == 7 : ""Test case 2 failed"";
        assert Solution.findLucas(3) == 4 : ""Test case 3 failed"";
        System.out.println(""All test cases passed!"");
    }
}",1,True,,0.1754,True,True,1.0,,
mbpp,479,Write a python function to find the first digit of a given number.,"def first_Digit(n) :  
    while n >= 10:  
        n = n / 10 
    return int(n) ","// Solution.java
public class Solution {
    public static int first_Digit(int n) {
        while (n >= 10) {
            n = n / 10;
        }
        return n;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.first_Digit(123) == 1;
        assert Solution.first_Digit(456) == 4;
        assert Solution.first_Digit(12) == 1;
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2059,True,False,0.0,0/3 inputs matched,
mbpp,125,Write a function to find the maximum difference between the number of 0s and number of 1s in any sub-string of the given binary string.,"def find_length(string): 
	n = len(string)
	current_sum = 0
	max_sum = 0
	for i in range(n): 
		current_sum += (1 if string[i] == '0' else -1) 
		if current_sum < 0: 
			current_sum = 0
		max_sum = max(current_sum, max_sum) 
	return max_sum if max_sum else 0","// Solution.java
public class Solution {
    public static int findLength(String s) {
        int n = s.length();
        int currentSum = 0;
        int maxSum = 0;
        for (int i = 0; i < n; i++) {
            currentSum += (s.charAt(i) == '0' ? 1 : -1);
            if (currentSum < 0) {
                currentSum = 0;
            }
            maxSum = Math.max(currentSum, maxSum);
        }
        return maxSum > 0 ? maxSum : 0;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.findLength(""11000010001"") == 6;
        assert Solution.findLength(""10111"") == 1;
        assert Solution.findLength(""11011101100101"") == 2;
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2941,True,True,1.0,,
